measurement_source_value,count
Tobramycin (Random),216
Tobramycin/Random,444
Tobramycin (Trough),192
Tobramycin/Trough,70
today at falmout,2
today at falmouth,2
toes,23
Toes,42
tof,68
TOF,130
TOF level,13
TOF Response,9750
TOF Response/Twitch,10030
TOF TWICH MONITOR,11
TOF Twitch,9348
Toileting,435
Tolerated new med?,2895
Tone,680
tongue,43
Tongue Deviation,30
tongue midline,26
Tongue midline,61
tooth buds,63
toracocentesis,2
TOTAL BATH,7
Total Bili,51181
Total Bili (0-1.5),40063
Total Bilirubin,37954
Total blood out,3
Total Blood Out,12
Total CIWA,5
Total CIWA scale,19
Total CO2,21719
Total Collection Time,150
Total Enteral/kg/day,13703
Total Fluids cc/kg/d,436790
Total Fluids/kg/day,8544
Total Granulocyte Count (TGC),672
total JP output,4
TOTAL OUT FOLEY BAG,2
TOTAL OUT FROM PAPET,1
TOTAL OUT ON PAPER T,2
total out since mn,2
total PeeP,1
Total PEEP Level,48634
Total Peripheral Resistance Index (TPRI) (NICOM),171
Total Peripheral Resistance (TPR) (NICOM),131
Total Protein,1587
Total Protein(6.5-8),1084
"Total Protein, Ascites",1805
"Total Protein, Body Fluid",488
"Total Protein, CSF",4181
"Total Protein, Joint Fluid",28
"Total Protein, Pleural",2525
"Total Protein, Urine",9080
total RR,1
Touch Prep/Sections,7
TOX SCREEN,1
tpa,57
TPA,59
TPA#1 mg/hr,18
TPA #2 mg/hr,18
TPA 50MG IN 500NS,16
TPA - left   mg/hr,4
tpa mg/hour,3
tpa mg/hr,30
tPA            mg/hr,6
TPA            mg/hr,17
TPA mg/hr,270
TPA mg/HR,10
TPA MG/HR,83
TPA MG/MIN,1
TPA -right mg/hr,4
T-pice,1
tpn,78
TPN,12
T. Protein (5-7.5),26
trach,89
trach aspirate,8
trach button,19
trach care,2454
Trach care,709
Trach care.,17
Trach Care,30506
TRACH care,13
TRACH CARE,1006
trach care/site,57
trach collar,85
trach collar trial,69
Trach [Cuff],97069
TRACH CUFF TAKENDOWN,3
trache,9
Trache,12
TRACHEA DSG,71
TRACHEAL ASPIRATE,17
trache care,68
Trache care,103
Trache Care,9
TRACHE CARE,43
TRACHEOSTOMY CARE,16
Tracheostomy Cuff,72518
Tracheostomy Type,102905
Trach [Fenestra],96418
trach mark,10
TRACH MARK,1
trach mark location,4
trach postion/stoma,3
trach press,5
TRACH SITE,4
Trach Size,102886
Trach/Size,1591
Trach Sx Color,302
Trach Sx Quality,293
Trach Sx Quantity,290
trach ties,3
Trach Tube Manufacturer,44580
trach tube mark,6
Trach Tube Size (I.D.),44172
Trach Tube Type,58170
Tract/Imm Location#1,10070
Tract/Imm Location#2,2014
Tract/Imm Location#3,775
Tract/Imm Location#4,194
Traction amt (lbs),29
Traction/Immobile #1,13638
Traction/Immobile #2,2730
Traction/Immobile #3,852
Traction/Immobile #4,195
Traction/Immobile Location #1,2836
Traction/Immobile Location #2,704
Traction/Immobile Location #3,78
Train of Four,49
TRAIN OF FOUR,9
Tranpul. Insp Hold,2
Transcutaneous Pacer Placement,1616
Transcutan Pacer,412
Transcut Pacer Rate,92
Transcut Pad Place,836
Transducer Calibrate,2767
Transfer,198
Transferrin,17283
Transfusion Consent,1717
Transitional Epithelial Cells,5284
Transportation,24
Transpul. End Exhal.,2
Trans pul exp.,3
Trans pul insp,3
Transpulmonary Pres,1
Transpulmonary Pressure (Exp. Hold),436
Transpulmonary Pressure (Insp. Hold),426
Transtracheal,13
TRANSTRACHEAL ASPIRATE,1
Trauma Line Discontinued,84
Trauma Line Dressing Occlusive,3933
Trauma Line placed in outside facility,3813
Trauma Line Placement Confirmed by X-ray,3174
Trauma Line Site Appear,4285
Trauma Line Tip Cultured,126
trch size,1
trembling,39
Tremor,17828
Tremor (CINA),712
Tremor (CIWA),17909
tremors,84
Tremors,616
TRF   200-400,2
tri abx ointment,7
Trichomonas,36
Tricyclic Antidepressant Screen,11723
Triglycer,63
Triglyceride,6042
Triglyceride (0-200),4016
Triglyceride (0-250),1734
Triglycerides,24987
"Triglycerides, Ascites",106
"Triglycerides, Pleural",251
Triiodothyronine (T3),2270
TRIMETHOPRIM/SULFA,13381
Trip antibiotic oint,17
Trip Antibiotic Oint,11
Triple AB ointment,28
Triple abx.,3
triple abx cream,18
Triple ABX cream,13
triple abx oint,39
triple abx oint.,11
Triple Abx oint,59
triple abx ointment,89
Triple abx ointment,43
Triple Abx ointment,9
Triple Abx Ointment,61
Triple Antbx Oint,14
triple antibio. oint,16
triple antibiotic,86
Triple Antibiotic,15
triple antibx,14
Triple Antibx,1
Triple antibx oint,9
Triple antibx oint.,38
Triple Antibx Oint,8
Triple anti oint,9
Triple ant. ointment,12
Triple Introducer Discontinued,12
Triple Introducer Dressing Occlusive,529
Triple Introducer Line Tip Cultured,19
Triple Introducer placed in outside facility,543
Triple Introducer Placement Confirmed by X-ray,296
Triple Introducer Site Appear,598
Triple Introducer Waveform Appear,302
Triple Introducer Zero/Calibrate,131
Triple Phosphate Crystals,340
tri-vi-sol,4
trivisol,121
Tri-vi-sol,58
Trivisol,205
Tri Visol,10
Tri-Visol,12
Tri Vi Sol,19
Tri-Vi-Sol,23
TriViSol,7
TRI VI SOL,17
TRIVISOL,22
Trn of 4,3
Troponin,5115
Troponin I,11468
Troponin T,87238
Troponin-T,23322
troracentesis output,2
true urine,4
True Urine,45
TRUE URINE,27
trusopt,22
TSH  (NML 0.27-4.2),1
TSH NML(0.27-4.2),1
tslo brace,64
t tube,41
t-tube,40
T-tube,23
T Tube,1439
T-TUBE,6
t.tube #1 left,21
t tube flush,37
t-tube left,11
t-tube right,11
t tube site,3
T TUBE SITE/DRAINAGE,32
tub,11
tubefeed residual,1
TUBE feed sugar levl,1
tube fgs on floor,2
Tunneled (Hickman) Dressing Occlusive,3476
Tunneled (Hickman) Line Discontinued,10
Tunneled (Hickman) Line Tip Cultured,74
Tunneled (Hickman) placed in outside facility,2612
Tunneled (Hickman) Placement Confirmed by X-ray,1394
Tunneled (Hickman) Site Appear,3916
Tunneling Present #1,74862
Tunneling Present #10,1278
Tunneling Present #2,41021
Tunneling Present #3,26650
Tunneling Present #4,15891
Tunneling Present #5,9332
Tunneling Present #6,6614
Tunneling Present #7,4104
Tunneling Present #8,2872
Tunneling Present #9,1519
Turgor,441119
Turn,1707987
Turtle Shell Brace,21
tylenol,11
Tylenol,5087
type and coombs,5
Type of admission,7
Type (Tandem Heart),702
Tyrosine Crystals,3
UAC Tubing Change,131
uac/uvc placement,1
UA/UVC placement,1
"UE3, Maternal Screen",6
UE Bathing,319
UE Dressing,425
Uhold,3749
Ulnar Pulse L,4390
Ulnar Pulse [Left],1964
Ulnar Pulse R,5425
ulnar pulse right,16
Ulnar Pulse [Right],2337
ultrafiltrate,65
ULTRAFILTRATE,2
ultrafiltrate in,74
ultrafiltrate out,23
Ultrafiltrate Output,61756
Ultrafiltrate Ultrafiltrate,62381
umb hernia,154
Umb Hernia,23
Umb. Hernia,91
Umbi,93
Umbical Cord,214
umbical site,22
umbi care,23
umbi hernia,419
Umbi hernia,699
Umbi Hernia,304
UMBI HERNIA,163
umbi hernia measure,107
umbi hrenia,73
umbilical,3
umbilical hernia,763
Umbilical hernia,547
Umbilical Hernia,459
umbi site,158
unassisted diastole,11
unassisted systole,11
Unassisted Systole,8349
Unasyn,85
Undermining Present #1,63723
Undermining Present #10,1109
Undermining Present #2,35387
Undermining Present #3,23012
Undermining Present #4,14474
Undermining Present #5,8788
Undermining Present #6,5998
Undermining Present #7,3735
Undermining Present #8,2616
Undermining Present #9,1261
Untoward Effect,197914
Upper GI,28
Uptake Ratio,592
Urea Nitrogen,791838
"Urea Nitrogen, Ascites",16
"Urea Nitrogen, Body Fluid",71
"Urea Nitrogen, Urine",13294
URETERAL STENT.,8
uric acid,1
Uric Acid,21807
Uric Acid (2.7-7.0),2651
Uric Acid Crystals,1057
"Uric Acid, Urine",494
Urinal/Bedpan,209860
Urinalysis sent,1
urine,6
Urine .,108982
URINE,69555
urine amnt,4
Urine [Appearance],719203
Urine Appearance,453084
urine calcium,1
"Urine Casts, Other",198
urine cath,1
urine cc/kg,2
"Urine,cc/kg/day",2
urine cc/k/ghr,2
urine cc/kg/hr,122
urinecc/kg/hr,3
Urine cc/kg/hr,30
URINE CC/KG/HR,314
URINE CC?KG?HR,2
URINECC/KG/HR,3
urine cc/k/hr,10
Urine cc/k/hr,43
urine cc's/k/hr,2
Urine Cl-,1
URINE CL.,1
Urine [Color],727719
Urine Color,476540
Urine creat,1
URINE CREAT,1
urine creatinine,1
Urine Creatinine,151
"Urine Crystals, Other",158
urine culture,9
Urine culture,8
URINE ED,1
Urine Fat Bodies,36
urine flush,3
urine for AA,1
urine for CMV,2
urine from floor,2
Urine Glucose,1774
Urine Heme,1821
Urine in cath lab,2
urine in er.,2
Urine Ketones,1539
urine/k/hr,4
"URINE,KIDNEY",48
Urine Leukocytes,1584
Urine lytes,1
Urine Mucous,14204
urine na,2
Urine Na+,1
URINE NA,3
urine o/p,7
urine o/p cc/kg/hr,6
Urine Osm,1
URINE OSM,1
URINE OSMO,10
urine osmolarity,1
URINE OUT,2
urine out-angio,2
Urine out angio,2
URINE OUT-ANGIO,1
urine out: cc/k/hr,3
urine out:cc/k/hr,1
Urine Out Condom Cath,10004
Urine Out Foley,1917421
Urine Out IleoConduit,4813
Urine Out Incontinent,2891
urine out in er,1
Urine Out Lt Nephrostomy,2726
urine out or,2
Urine Out Other,1827
urine outpt cc/kg/hr,5
urine output,2
urine output-angio,6
Urine output_ApacheIV,8
urine output cc/k/hr,2
Urine output cc/k/hr,3
URINE OUTPUT-E.D.,2
URINE OUTPUT-ER,2
urine output farr-10,2
urine output/kg,4
urine output/kg/hr,5
Urine Out Rt Nephrostomy,2797
Urine Out Straight Cath,722
Urine Out Suprapubic,6913
Urine Out Ureteral Stent #1,418
Urine Out Ureteral Stent #2,90
Urine Out Void,69467
urine ph,82
urine pH,36
urine PH,15
Urine pH,1956
Urine PH,3
URINE POTASSIUM,1
"URINE,PROSTATIC MASSAGE",2
Urine Protein,1890
UrineScore_ApacheIV,8
URINE SODIUM,1
Urine Source,1344083
Urine source #2,12
Urine Specimen Type,1059
"URINE,SUPRAPUBIC ASPIRATE",10
Urine Volume,1174
"Urine Volume, Total",151
Urobilinogen,101817
urostomy,30
Ursodeoxycholic Acid,56
Ursodiol,30
Use A-aDO2,8
u/s of left arm/neck,1
UVC Tubing Change,228
uvp,1
V02,15
V02I,3
vac abd drain,5
vac canister change,7
vac drain,36
VAC drain,21
VAC DRAIN,3
vac drainage,3
vac drainage.,10
VAC DRAINAGE,12
VAC MACHINE,28
vac out,18
vac output,17
VAC output,39
vacuum,523
vacuum assist,459
Vacuum Assist,626
VAD Beat Rate L,3
VAD Beat Rate [Left],1591
VAD Beat Rate R,623
VAD Beat Rate [Right],2950
vag drng,5
vaginal discharge,1
vaginal drng,9
vaginal fistula,7
VA hospital,13
VALPROA 50-100 UG/ML,1
valpro acid,1
valproate Level,1
valproic acid,5
Valproic acid,7
Valproic Acid,2689
Vanceril MDI,351
vanco level,3
Vanco level,5
Vancomycin,59267
VANCOMYCIN,12742
Vancomycin (Peak),13
Vancomycin/Peak,784
Vancomycin Post,456
Vancomycin Pre,297
Vancomycin (Random),6534
Vancomycin/Random,16975
Vancomycin (Trough),6826
Vancomycin/Trough,2168
vanco peak,1
vanco per ostomy,10
Vanco trough,1
VAP mouth,31
Vapotherm,658
vapotherm fio2,1
VARICELLA-ZOSTER CULTURE,8
vasopressin,85
Vasopressin,33
VASOPRESSIN,20
VAsopressin 0.04   s,5
vasopressin u/hr,19
Vasopressin  u/hr,7
VASOPRESSIN U/HR,1
vasopressin unit/min,79
VASOPRESSIN UNIT/MIN,11
VASOPRESSIN   UNIT/R,4
Vath,1
VBG,4
vc,8
VCO2,1
VCO2 (180-200),21
Vd/Vt:,2
Vd/Vt Ratio,46
Vd/Vt Ratio (40-60%),59
Vecuronium mcg/min,8
Ve High,215307
VEN0US O2 SAT,2
VEN Lumen Volume,25734
venous 02sat,1
Venous Base Excess,881
Venous CO2,886
Venous CO2(Calc),8935
Venous CO2 Pressure,4311
VENOUS DOPPLER,141
VENOUS/DOPPLER/BFM,84
VENOUS FLOW/GRAFT,48
Venous O2,886
Venous O2 Pressure,4312
venous o2 sat,1
VENOUS O2 SAT,1
Venous pH,11130
Venous Pressure,218
venous pulse,180
Venous PvCO2,10588
Venous PvO2,10484
VENOUS SAT,2
Venous signal,111
Venous TCO2,881
Vent CPP,56
VENT CPP,28
vent drain,15
vent. drain,30
Vent drain,7
VENT DRAIN,1
VENT ICP,195
Ventilated at any time during ICU Day 1,7
Ventilation Rate,77611
Ventilator,60544
Ventilator Mode,661609
Ventilator No.,80002
Ventilator Number,48527
Ventilator Tank #1,82117
Ventilator Tank #2,82060
Ventilator Type,692958
Ventricular Drain,38
VENTRICULAR DRAIN,72
Ventricular Pacemaker [Capture],15177
Ventricular Pacemaker [mA],27476
Ventricular Pacemaker [Sense],18208
Ventricular Pacemaker Sense [mA],12886
Ventricular Pacemaker Sense [mV],15495
Ventricular Pacemaker [Sensitivity],22387
Ventricular Pacemaker Threshold [Unit],3565
Ventricular Pacemaker Threshold [Value],2850
ventriculostomy icp,64
Vent Sens Thresh mV,24089
Vent Stim Thresh mA,23504
Verapamil,66
Verbal Response,952177
versed,13
versed 400mg/100ml,144
Versed mg/kg/hr,89
vest,3
Vibration in Line,529
VICU OUTPUT,4
VICU URINE OUT,2
Vidalgn,3
vidalin,17
Vidalin,2
vidalyn,17
Vidalyn,70
VIDALYN,16
vidaylin,63
Vidaylin,199
Vi-Daylin,88
ViDaylin,26
Vi-Day-Lin,8
Violent Restraints,2231
Violent Restraints Ordered,381
VIRAL CULTURE: R/O CYTOMEGALOVIRUS,36
VIRAL CULTURE:R/O HERPES SIMPLEX VIRUS,83
vision,26
Vision - EPAP,548
vision fields,7
Vision FiO2,544
Vision - IPAP,515
Vision Mask,454
Vision - Mode,548
Vision Rate,320
Visual Disturbances,34973
Visual Field CheckL),61
Visual field checkR),61
Visual Field Cut,10739
VISUAL FIELDS,58
vit a,39
vit A,23
Vit A,93
Vit. A,12
VIT A,19
Vit A IM,26
VIT A INJ,12
Vit A injection,12
Vital Cap,478
Vital Cap (>1.0)L,3838
Vital Sign,1964
vitamin a,46
vitamin A,12
Vitamin A,1462
VITAMIN A,11
Vitamin A IM,11
Vitamin A INJ,12
VItamin A inj.,12
Vitamin A injection,11
Vitamin A injections,4
Vitamin B12,11868
Vitamin D,27
Vitamin E,21569
Vitamin K,9694
vit d,57
Vit D,98
VNA / home infusion,3
VO2,86
VO2 (200-250),17
VO2 I,13
VO2I,66
VO2 INDEX,8
Void,469011
Volume In (PD),907
Volume Out (PD),887
Volume/SIMV with PSV,2
vomit,1
Vomiting,99
vomitus,5
Vomitus .,33
VOMITUS,3
Von Willebrand Factor Activity,135
Von Willebrand Factor Antigen,127
VP shunt drainage,17
VP shunt placement,1
VS Change W/Seizure,153
Vt,5
VT,185
Vti High,448195
Vt [Spontaneous],20801
Vt [Ventilator],31662
waffle boot,67
WAFFLE BOOT,69
waffle boots,448
Waffle boots,298
WAffle Boots,23
WAFFLE BOOTS,264
walking hr,1
walking o2 sat,2
Warm compress,10
Warm hand pack,9
Warming [Device],42660
Warming Device,43352
Warming Device Status,33492
Warming [Status],40103
warm pack to lt arm,15
warm pack to LUE,15
WASH ABD--HIBICLENS,3
Water bed,102
Water Pillow,53070
Waveform-Vent,221297
Waxy Casts,106
WBC,356201
WBC 4.0-11.0,8911
"WBC   (4-11,000)",169319
"WBC (4-11,000)",177933
WbcApacheIIScore,19
WBCApacheIIValue,17
WBC_ApacheIV,8
"WBC, Ascites",3347
WBC Casts,270
WBC Clumps,2110
WBC Count,2371
"WBC, CSF",4718
"WBC, Joint Fluid",683
"WBC, Other Fluid",1519
WBCP,6
"WBC, Pleural",2614
WBCScore_ApacheIV,8
WEDGE SAT,2
Weight Bearing Status,18
Weight Change,36673
Weight Change  (gms),416413
Weight Kg,994
WhiteBloodC 4.0-11.0,9154
White Blood Cells,753221
Working Pressure,8985
Work of Breathing,416176
WORM,11
wound care,17
Wound Care,4525
wound drain,5
wound drainage,18
wound drains,32
wound drsg changes,2
wound gel to coccyx,11
wound pouch,41
Wound Vac #1,3126
Wound Vac #2,327
wound vac output.,16
Wright Giemsa,637
Wrist/groin drain,7
wrist  restraints,6
wrist restraints,16
wrist slpints,57
Xeroform Dsg,7
Xgris,77
Xigres mg/hr,60
xigris,287
Xigris,392
XIGRIS,278
XIGRIS @ 1.66 MG/HR,102
XIGRIS CC/HR,181
xigris mcg/kg/hr,114
Xigris mcg/kg/hr,360
Xigris  mg/hour,21
xigris mg/hr,128
XIGRIS MG/HR,109
x-ray,1
X-Ray,15
XXX,16
xygris,57
Xygris,51
Xylocaine 2% Jelly,163
Yawning,752
Yeast,85457
yi MV,7
Young,12
Young Cells,150
zantac,489
Zantac,1266
ZANTAC,11
Zantac pg,29
Zantac(Ranitidine),29
zantc,14
Zidovudine/AZT,69
zosyn,73
Zosyn,957
Zygris,64
zz Equip Functioning,3409
zzg and Mask Present,3414
zzO2AV,16792
zzO2AVI,16742
zz tubing present,16
zzzgth   Calc   (cm),33
ZZZly Wake Up,118
zzzn Management,106
zzzpH,1
zzz Stim Thresh mA [Unit],122
zzz Stim Thresh mA [Value],118
zzzt Stim Thresh mA [Unit],17
zzzt Stim Thresh mA [Value],14
zzzzth in Centimeter,34
zzzzuent Press mmHg,62
